"DATA","Temperatura massima (°C)","Temperatura media (°C)","Temperatura minima (°C)","Temperatura classe","Precipitazione (mm)","Precipitazione classe","Velocità media (m/s)","Velocità raffica (m/s)","Settore prevalente","Durata calma (min)","Tempo permanenza (min)","Vento classe","Umidità massima (%)","Umidità media (%)","Umidità minima (%)","Umidità classe","Radiazione globale (MJ/m²)","Radiazione classe"
"2007-09-13","25.0","18.0","11.2","MZ00","0.0","MZ","0.9","6.3","","530","","MZZ00Z","94","69","40","AZ00","16.1","MZ"
"2007-09-14","25.9","18.9","13.7","MZ00","0.0","MZ","0.7","5.9","","650","","MZZ00Z","96","74","43","AZ00","16.8","MZ"
"2007-09-15","28.4","19.6","12.7","MZ00","0.0","MZ","0.9","5.6","","300","","MZZ00Z","98","73","41","AZ00","17.1","MZ"
"2007-09-16","24.2","19.2","15.5","MZ00","0.0","MZ","0.4","4.0","","790","","MZZ00Z","96","80","52","AZ00","7.8","MZ"
"2007-09-17","25.6","19.8","17.0","MZ00","26.2","MZ","0.7","5.5","","560","","MZZ00Z","99","85","52","AZ00","13.8","MZ"
"2007-09-18","24.4","18.8","13.5","MZ00","2.4","MZ","1.8","13.8","","290","","MZZ00Z","100","62","20","AZ00","11.4","MZ"
"2007-09-19","22.5","13.4","6.6","MZ00","0.0","MZ","0.8","6.2","","390","","MZZ00Z","97","66","25","AZ00","17.1","MZ"
"2007-09-20","21.3","13.1","6.8","MZ00","0.0","MZ","0.8","6.6","","430","","MZZ00Z","100","78","42","AZ00","16.1","MZ"
"2007-09-21","22.7","14.5","8.0","MZ00","0.0","MZ","0.7","6.1","","550","","MZZ00Z","100","81","47","AZ00","15.7","MZ"
"2007-09-22","24.7","16.1","9.8","MZ00","0.0","MZ","0.6","4.2","","490","","MZZ00Z","100","81","48","AZ00","14.1","MZ"
"2007-09-23","25.2","16.6","10.8","MZ00","0.0","MZ","0.6","4.0","","480","","MZZ00Z","100","82","46","AZ00","13.4","MZ"
"2007-09-24","24.3","16.0","9.9","MZ00","0.0","MZ","0.5","4.3","","580","","MZZ00Z","100","82","44","AZ00","13.3","MZ"
"2007-09-25","16.9","14.3","11.6","MZ00","20.2","MZ","0.3","3.3","","850","","MZZ00Z","100","94","80","AZ00","1.2","MZ"
"2007-09-26","14.7","11.5","9.3","MZ00","9.8","MZ","0.7","5.9","","460","","MZZ00Z","98","87","54","AZ*0","4.7","MZ"
"2007-09-27","12.0","9.8","8.0","MZ00","5.6","MZ","0.4","3.5","","630","","MZZ00Z","100","95","81","AZ00","3.8","MZ"
"2007-09-28","17.6","11.5","7.4","MZ00","0.0","MZ","0.6","4.4","","580","","MZZ00Z","100","86","51","AZ00","12.0","MZ"
"2007-09-29","16.4","12.4","9.9","MZ00","0.0","MZ","0.5","4.4","","730","","MZZ00Z","99","88","64","AZ00","6.9","MZ"
"2007-09-30","19.1","13.3","9.3","MZ00","0.4","MY","0.5","2.8","","470","","MZZ00Z","99","86","51","AZ00","8.1","MZ"
"2007-10-01","22.8","13.9","7.6","MZ00","0.0","MZ","0.7","4.2","","310","","MZZ00Z","100","84","46","AZ00","12.5","MZ"
"2007-10-02","24.6","15.5","9.3","MZ00","0.0","MZ","0.7","3.8","","280","","MZZ00Z","100","84","46","AZ00","13.8","MZ"
"2007-10-03","25.3","17.0","9.9","MZ00","1.6","MZ","0.6","4.0","","400","","MZZ00Z","100","83","47","AZ00","12.8","MZ"
"2007-10-04","24.7","17.7","13.9","MZ00","0.6","MZ","0.8","4.0","","350","","MZZ00Z","100","86","51","AZ00","9.3","MZ"
"2007-10-05","25.0","17.4","11.7","MZ00","0.0","MZ","0.6","3.7","","380","","MZZ00Z","100","85","52","AZ00","11.7","MZ"
"2007-10-06","24.2","18.4","14.8","MZ00","0.0","MZ","0.9","8.1","","450","","MZZ00Z","99","82","58","AZ00","10.3","MZ"
"2007-10-07","22.7","17.0","13.6","MZ00","0.0","MZ","0.7","6.2","","720","","MZZ00Z","98","81","51","AZ00","13.2","MZ"
"2007-10-08","21.6","16.7","13.2","MZ00","0.0","MZ","0.8","5.8","","500","","MZZ00Z","95","79","52","AZ00","12.3","MZ"
"2007-10-09","22.8","15.1","10.8","MZ00","0.0","MZ","0.8","4.7","","330","","MZZ00Z","97","78","40","AZ00","12.1","MZ"
"2007-10-10","19.5","13.7","8.2","MZ00","0.0","MZ","0.4","3.4","","800","","MZZ00Z","100","82","46","AZ00","7.9","MZ"
"2007-10-11","21.3","12.2","6.8","MZ00","0.0","MZ","0.7","3.7","","250","","MZZ00Z","100","82","45","AZ00","11.3","MZ"
"2007-10-12","21.3","12.2","5.5","MZ00","0.0","MZ","0.6","3.2","","390","","MZZ00Z","100","78","38","AZ00","10.6","MZ"
"2007-10-13","21.6","12.9","5.4","MZ00","0.0","MZ","0.7","4.6","","460","","MZZ00Z","100","79","40","AZ00","11.4","MZ"
"2007-10-14","19.1","14.9","12.3","MZ00","0.0","MZ","0.6","5.7","","830","","MYZ00Y","97","80","54","AZ00","9.0","MZ"
"2007-10-15","20.6","13.4","7.5","MZ00","0.0","MZ","0.5","4.2","","760","","MYZ00Y","100","80","44","AZ00","10.3","MZ"
"2007-10-16","19.2","11.7","5.6","MZ00","0.0","MZ","0.5","4.0","","720","","MZZ00Z","100","85","53","AZ00","10.4","MZ"
"2007-10-17","19.1","12.7","8.3","MZ00","0.0","MZ","0.6","4.9","","470","","MZZ00Z","100","82","51","AZ00","9.3","MZ"
"2007-10-18","22.8","14.1","6.0","MZ00","0.0","MZ","1.8","10.4","","300","","MZZ00Z","97","54","16","AZ00","11.3","MZ"
"2007-10-19","19.1","7.9","1.4","MZ00","0.0","MZ","0.6","3.3","","350","","MZZ00Z","92","64","18","AZ00","11.1","MZ"
"2007-10-20","16.4","6.2","-0.3","MZ00","0.0","MZ","1.1","9.4","","210","","MZZ00Z","95","57","9","AZ00","9.7","MZ"
"2007-10-21","15.5","4.8","-1.5","MZ00","0.0","MZ","0.7","4.0","","260","","MYZ00Y","90","63","21","AZ00","10.3","MZ"
"2007-10-22","17.3","5.9","-2.0","MZ00","0.0","MZ","1.0","5.0","","80","","MYZ00Y","93","60","14","AZ00","10.4","MZ"
"2007-10-23","18.7","7.7","1.4","MZ00","0.0","MZ","0.9","4.0","","330","","MZZ00Z","97","68","22","AZ00","10.0","MZ"
"2007-10-24","9.9","6.4","2.2","MZ00","0.2","MY","0.4","2.6","","750","","MZZ00Z","98","89","72","AZ00","2.0","MZ"
"2007-10-25","13.7","9.2","6.2","MZ00","0.0","MZ","0.4","2.3","","650","","MZZ00Z","100","88","57","AZ00","4.2","MZ"
"2007-10-26","12.0","9.8","6.5","MZ00","11.0","MZ","0.5","2.6","","510","","MZZ00Z","100","96","87","AZ00","2.5","MZ"
"2007-10-27","19.5","10.3","4.2","MZ00","0.0","MZ","0.7","3.3","","320","","MZZ00Z","100","86","46","AZ00","9.1","MZ"
"2007-10-28","18.8","11.0","6.9","MZ00","0.0","MZ","0.6","4.7","","500","","MZZ00Z","100","85","48","AZ00","8.1","MZ"
"2007-10-29","14.6","11.6","9.8","MZ00","0.0","MZ","0.4","2.7","","700","","MZZ00Z","97","89","69","AZ00","2.4","MZ"
"2007-10-30","14.0","11.1","8.2","MZ00","0.2","MY","0.5","3.3","","570","","MZZ00Z","100","92","75","AZ00","3.4","MZ"
"2007-10-31","18.9","10.7","4.4","MZ00","0.0","MZ","0.9","4.3","","300","","MZZ00Z","100","79","39","AZ00","9.0","MZ"
"2007-11-01","15.6","9.1","3.6","MZ00","0.0","MZ","0.9","5.9","","350","","MZZ00Z","100","83","56","AZ00","7.6","MZ"
"2007-11-02","18.3","8.9","3.5","MZ00","0.0","MZ","0.9","3.9","","180","","MZZ00Z","100","80","35","AZ00","8.5","MZ"
"2007-11-03","18.2","7.8","2.6","MZ00","0.0","MZ","0.8","2.9","","190","","MZZ00Z","100","82","36","AZ00","8.0","MZ"
"2007-11-04","17.6","7.3","1.7","MZ00","0.0","MZ","0.8","3.4","","240","","MZZ00Z","100","84","41","AZ00","7.7","MZ"
"2007-11-05","15.5","8.1","1.3","MZ00","0.0","MZ","0.8","6.0","","390","","MZZ00Z","100","84","51","AZ00","7.2","MZ"
"2007-11-06","19.4","12.5","5.9","MZ00","0.0","MZ","1.7","11.4","","230","","MZZ00Z","94","53","15","AZ00","7.8","MZ"
"2007-11-07","16.4","7.5","0.5","MZ00","0.0","MZ","0.7","3.7","","310","","MZZ00Z","87","58","22","AZ00","7.0","MZ"
"2007-11-08","20.2","8.4","2.7","MZ00","0.0","MZ","0.8","3.8","","170","","MZZ00Z","93","68","24","AZ00","7.5","MZ"
"2007-11-09","14.8","8.1","3.0","MZ00","0.0","MZ","2.7","15.0","NNE","50","440","MZZYYZ","95","48","14","AZ00","6.9","MZ"
"2007-11-10","15.3","11.1","4.3","MZ00","0.0","MZ","4.3","15.0","NNE","0","950","MZZZZZ","49","34","20","AZ00","7.9","MZ"
"2007-11-11","18.9","14.4","7.1","MZ00","0.0","MZ","3.2","16.0","N","10","410","MZZYYZ","67","33","18","AZ00","6.8","MZ"
"2007-11-12","15.3","11.8","2.4","MZ00","0.0","MZ","3.6","12.8","NNE","10","610","MZZYYZ","53","24","14","AZ00","7.5","MZ"
"2007-11-13","11.9","4.2","-1.5","MZ00","0.0","MZ","0.9","4.7","","260","","MZZ00Z","77","47","18","AZ*0","6.5","MZ"
"2007-11-14","13.4","7.2","2.0","MZ00","0.0","MZ","2.4","11.7","","160","","MZZ00Z","81","46","23","AZ00","7.0","MZ"
"2007-11-15","9.2","4.9","-3.9","MZ00","0.0","MZ","3.1","14.1","","150","","MZZ00Z","75","28","13","AZ00","7.6","MZ"
"2007-11-16","9.3","0.1","-4.9","MZ00","0.0","MZ","0.9","3.2","","180","","MZZ00Z","75","51","16","AZ00","6.7","MZ"
"2007-11-17","8.4","-0.5","-5.5","MZ00","0.0","MZ","0.8","3.8","","240","","MYZ00Y","93","64","28","AZ00","6.6","MZ"
"2007-11-18","9.8","-0.5","-6.0","MZ00","0.0","MZ","0.8","2.7","","120","","MYZ00Y","94","68","24","AY**","6.5","MZ"
"2007-11-19","7.6","0.4","-4.3","MZ00","0.0","MZ","0.6","2.8","","410","","MYZ00Y","87","66","33","AZ00","4.7","MZ"
"2007-11-20","6.2","3.6","1.2","MZ00","0.0","MZ","0.3","2.8","","910","","MZZ00Z","75","64","49","AZ00","1.0","MZ"
"2007-11-21","5.1","4.3","3.0","MZ00","6.2","MZ","0.2","2.8","","1030","","MYZ00Y","100","86","68","AZ00","","M0"
"2007-11-22","5.5","4.9","4.4","MZ00","40.0","MZ","0.7","3.5","","590","","MZZ00Z","100","99","94","AZ00","","M0"
"2007-11-23","6.6","5.4","4.7","MZ00","39.4","MZ","1.1","3.3","N","90","640","MZZYYZ","100","99","98","AZ00","","M0"
"2007-11-24","9.7","7.9","6.5","MZ00","8.0","MZ","0.7","2.6","","440","","MZZ00Z","100","99","96","AZ00","1.1","MZ"
"2007-11-25","14.4","7.9","2.8","MZ00","0.0","MZ","0.7","3.4","","410","","MZZ00Z","100","92","63","AZ00","5.6","MZ"
"2007-11-26","17.9","11.1","1.5","MZ00","0.0","MZ","3.1","13.6","NE","90","560","MZZYYZ","100","43","13","AZ00","6.1","MZ"
"2007-11-27","10.8","3.5","-0.9","MZ00","0.0","MZ","0.6","2.8","","340","","MYZ00Y","96","81","49","AY**","5.3","MZ"
"2007-11-28","7.2","5.2","3.8","MZ00","0.0","MZ","0.2","2.0","","1160","","MYZ00Y","90","82","71","AZ00","0.8","MY"
"2007-11-29","10.5","3.7","-0.7","MZ00","0.0","MZ","0.7","4.3","","350","","MYZ00Y","97","78","42","AY**","5.3","MZ"
"2007-11-30","10.3","2.3","-1.7","MY**","0.0","MZ","0.7","3.0","","140","","MYZ00Y","98","86","48","AY**","4.9","MY"
"2007-12-01","9.8","2.9","-1.7","MZ00","0.0","MZ","","","","","","M00000","100","89","58","AY**","4.4","MZ"
"2007-12-02","10.7","3.9","-0.4","MZ00","3.4","MZ","0.6","3.2","","410","","MYZ00Y","100","89","55","AY**","4.9","MZ"
"2007-12-03","11.6","6.3","2.4","MZ00","9.2","MZ","1.4","8.7","","170","","MZZ00Z","100","78","40","AZ00","3.7","MZ"
"2007-12-04","14.2","8.0","2.2","MZ00","0.0","MZ","2.7","16.2","NNE","80","460","MZZYYZ","88","58","20","AZ00","7.0","MZ"
"2007-12-05","12.1","4.1","0.6","MZ00","0.0","MZ","0.7","3.4","","330","","MZZ00Z","95","80","40","AZ00","4.8","MZ"
"2007-12-06","11.2","4.1","0.1","MZ00","0.0","MZ","0.6","3.3","","380","","MZZ00Z","100","86","53","AZ00","4.5","MZ"
"2007-12-07","11.2","5.2","2.6","MZ00","0.2","MY","0.8","4.4","","150","","MZZ00Z","97","85","57","AZ00","3.1","MZ"
"2007-12-08","13.3","7.8","1.5","MZ00","0.0","MZ","2.2","11.4","NNE","140","530","MZZYYZ","98","49","18","AZ00","5.1","MZ"
"2007-12-09","10.0","4.9","-0.4","MZ00","0.0","MZ","1.2","9.6","NNW","90","290","MYZYYY","96","71","42","AZ00","3.2","MZ"
"2007-12-10","8.5","2.6","-0.5","MZ00","0.0","MZ","0.7","3.8","","220","","MYZ00Y","97","82","52","AY**","4.3","MZ"
"2007-12-11","13.5","7.4","-0.4","MZ00","0.0","MZ","2.1","9.7","NNE","30","510","MYZYYY","88","46","21","AZ00","5.0","MZ"
"2007-12-12","14.1","5.2","-0.6","MZ00","0.0","MZ","1.7","11.1","N","90","580","MZZYYZ","80","51","17","AZ00","5.0","MZ"
"2007-12-13","12.6","3.4","-0.9","MZ00","0.0","MZ","1.2","3.4","NNW","60","350","MZZYYZ","85","64","26","AZ*0","4.7","MZ"
"2007-12-14","8.8","1.0","-2.5","MZ00","0.0","MZ","","","","","","M00000","97","77","43","AY**","4.3","MZ"
"2007-12-15","5.8","0.8","-3.5","MZ00","0.0","MZ","1.1","5.6","","50","","MYZ00Y","97","84","58","AY**","4.6","MZ"
"2007-12-16","4.8","-1.9","-5.5","MZ00","0.0","MZ","","","","","","M00000","96","82","46","AY**","5.5","MZ"
"2007-12-17","1.4","-2.8","-6.4","MZ00","0.0","MZ","","","","","","M00000","95","84","60","AY**","2.0","MZ"
"2007-12-18","4.4","-3.1","-7.0","MZ00","0.0","MZ","","","","","","M00000","96","84","51","AY**","5.3","MZ"
"2007-12-19","6.4","-1.9","-6.8","MZ00","0.0","MZ","","","","","","M00000","95","78","35","AY**","4.9","MZ"
"2007-12-20","9.8","-0.6","-5.7","MZ00","0.0","MZ","1.1","3.1","N","40","570","MYZYYY","95","75","33","AY**","4.8","MZ"
"2007-12-21","10.7","0.1","-4.0","MZ00","0.0","MZ","","","","","","M00000","94","75","30","AY**","4.5","MZ"
"2007-12-22","8.8","0.8","-3.9","MZ00","0.0","MZ","0.8","2.6","","150","","MYZ00Y","94","74","34","AY**","4.3","MZ"
"2007-12-23","5.3","0.3","-3.3","MZ00","0.0","MZ","","","","","","M00000","95","80","50","AY**","2.6","MZ"
"2007-12-24","8.4","-0.6","-4.5","MZ00","0.0","MZ","","","","","","M00000","97","84","45","AY**","4.7","MZ"
"2007-12-25","6.1","-0.6","-5.7","MZ00","0.0","MZ","","","","","","M00000","98","86","54","AY**","4.6","MZ"
"2007-12-26","5.5","1.8","-2.4","MZ00","0.0","MZ","0.5","2.3","","490","","MYZ00Y","98","86","66","AY**","1.8","MZ"
"2007-12-27","7.9","-0.7","-4.8","MZ00","0.0","MZ","","","","","","M00000","98","85","48","AY**","5.0","MZ"
"2007-12-28","8.7","-0.6","-4.9","MZ00","0.0","MZ","1.0","2.8","N","60","500","MYZYYY","94","75","33","AY**","5.0","MZ"
"2007-12-29","8.9","-0.9","-5.2","MZ00","0.0","MZ","","","","","","M00000","93","74","29","AY**","4.7","MZ"
"2007-12-30","6.6","-0.1","-2.7","MZ00","0.0","MZ","","","","","","M00000","88","75","43","AZ00","4.0","MZ"
"2007-12-31","9.1","-0.8","-4.8","MZ00","0.0","MZ","0.9","3.5","","160","","MYZ00Y","91","71","27","AZ00","4.7","MZ"
"2008-01-01","6.5","-1.8","-6.7","MZ00","0.0","MZ","","","","","","M00000","94","76","35","AY**","4.8","MZ"
"2008-01-02","2.8","0.4","-1.3","MZ00","0.0","MZ","","","","","","M00000","96","79","65","AY**","1.2","MZ"
"2008-01-03","1.0","0.1","-0.4","MZ00","1.8","MZ","","","","","","M00000","98","96","89","AY**","","M0"
"2008-01-04","2.0","0.8","-0.5","MZ00","3.6","MZ","","","","","","M00000","100","98","95","AY**","","M0"
"2008-01-05","3.0","1.6","0.7","MZ00","4.2","MZ","0.4","2.5","","450","","MZZ00Z","100","98","93","AZ00","1.5","MZ"
"2008-01-06","8.4","2.3","-0.2","MZ00","7.4","MZ","0.6","2.8","","340","","MZZ00Z","100","93","67","AZ00","4.9","MZ"
"2008-01-07","9.2","2.0","-1.7","MZ00","0.0","MZ","0.8","3.9","","120","","MYZ00Y","100","93","65","AY**","4.7","MZ"
"2008-01-08","7.7","-0.5","-4.2","MZ00","0.0","MZ","","","","","","M00000","100","89","51","AY**","5.5","MZ"
"2008-01-09","6.8","0.1","-3.3","MZ00","0.0","MZ","1.0","3.1","N","110","560","MYZYYY","98","86","56","AY**","3.8","MZ"
"2008-01-10","8.3","0.7","-4.1","MZ00","0.0","MZ","0.8","3.0","","150","","MYZ00Y","99","85","49","AY**","5.4","MZ"
"2008-01-11","2.7","1.4","0.1","MZ00","15.8","MZ","0.4","2.2","","700","","MZZ00Z","100","94","89","AZ00","","M0"
"2008-01-12","1.9","0.7","0.1","MZ00","59.6","MZ","","4.0","","","","M0Z000","100","100","97","AZ00","","M0"
"2008-01-13","8.8","2.8","-0.1","MZ00","0.0","MZ","1.0","4.2","","150","","MYZ00Y","98","90","63","AZ00","4.0","MZ"
"2008-01-14","4.2","2.4","1.5","MZ00","2.8","MZ","0.4","2.3","","660","","MZZ00Z","100","97","92","AZ00","1.3","MZ"
"2008-01-15","2.9","2.0","1.3","MZ00","2.4","MZ","0.1","1.9","","1120","","MYZ00Y","100","100","100","AZ**","","M0"
"2008-01-16","2.2","1.5","0.8","MZ00","11.2","MZ","0.6","3.0","","430","","MZZ00Z","100","100","100","AZ**","","M0"
"2008-01-17","11.0","2.5","-1.1","MZ00","0.0","MZ","0.9","3.3","N","130","400","MZZYYZ","100","89","51","AY**","5.9","MZ"
"2008-01-18","11.5","3.9","-0.3","MZ00","0.0","MZ","0.9","4.6","N","130","350","MZZYYZ","98","83","47","AZ00","6.0","MY"
"2008-01-19","11.5","2.6","-1.4","MZ00","0.0","MZ","0.9","3.5","","110","","MYZ00Y","100","88","55","AY**","6.0","MZ"
"2008-01-20","11.0","1.8","-3.0","MZ00","0.0","MZ","","","","","","M00000","100","87","46","AY**","6.5","MZ"
"2008-01-21","6.1","0.8","-2.5","MZ00","0.0","MZ","","","","","","M00000","100","90","65","AY**","4.2","MZ"
"2008-01-22","14.1","7.0","-0.4","MZ00","0.0","MZ","3.0","13.4","NNE","50","520","MZZYYZ","96","60","16","AZ00","7.6","MZ"
"2008-01-23","11.0","3.2","-1.7","MZ00","0.0","MZ","1.0","8.9","N","90","320","MYZYYY","92","62","16","AZ00","6.1","MZ"
"2008-01-24","10.0","1.5","-2.7","MZ00","0.0","MZ","","","","","","M00000","95","77","36","AY**","6.2","MZ"
"2008-01-25","15.9","4.8","-1.0","MZ00","0.0","MZ","1.2","5.2","N","80","470","MYZYYY","95","72","32","AY**","6.7","MZ"
"2008-01-26","13.7","3.9","-1.6","MZ00","0.0","MZ","1.2","4.0","N","60","480","MYZYYY","92","69","30","AY**","7.0","MZ"
"2008-01-27","22.0","9.5","-0.7","MY*0","0.0","MZ","2.0","14.1","N","80","400","MZZYYZ","80","43","4","AZ00","5.6","MZ"
"2008-01-28","20.5","8.6","2.3","MZ00","0.0","MZ","1.1","3.8","","170","","MZZ00Z","89","57","20","AZ00","6.5","MZ"
"2008-01-29","12.8","4.8","0.3","MZ00","0.0","MZ","0.8","2.8","","310","","MZZ00Z","97","80","46","AZ00","6.2","MZ"
"2008-01-30","10.8","6.0","4.0","MZ00","0.0","MZ","0.6","4.8","","650","","MZZ00Z","94","83","60","AZ00","4.8","MZ"
"2008-01-31","8.7","4.6","-0.1","MZ00","0.0","MZ","0.5","3.3","","520","","MZZ00Z","100","89","70","AZ00","4.6","MZ"
"2008-02-01","8.0","6.1","5.0","MZ00","0.0","MZ","0.4","2.2","","520","","MZZ00Z","98","88","76","AZ00","2.3","MZ"
"2008-02-02","12.1","5.7","-0.2","MZ00","0.0","MZ","1.3","9.0","N","120","290","MZZYYZ","98","73","23","AZ00","6.6","MZ"
"2008-02-03","5.9","2.4","-1.5","MZ00","1.4","MZ","0.6","3.2","","400","","MZZ00Z","95","70","48","AZ*0","2.7","MZ"
"2008-02-04","2.8","1.1","0.4","MZ00","13.0","MZ","0.5","4.0","","770","","MZZ00Z","100","97","86","AZ00","","M0"
"2008-02-05","","","","M000","","M0","","","","","","M00000","","","","A000","","M0"
"2008-02-06","","","","M000","","M0","","","","","","M00000","","","","A000","","M0"
"2008-02-07","16.8","7.7","0.1","MZ00","0.0","MZ","1.2","10.3","","160","","MZZ00Z","82","50","20","AZ00","9.8","MZ"
"2008-02-08","12.7","3.2","-2.1","MZ00","0.0","MZ","","","","","","M00000","94","69","32","AY**","9.5","MZ"
"2008-02-09","11.4","2.4","-2.9","MZ00","0.0","MZ","","","","","","M00000","96","76","36","AY**","9.6","MZ"
"2008-02-10","11.8","2.7","-2.9","MZ00","0.0","MZ","","","","","","M00000","98","75","35","AY**","9.7","MZ"
"2008-02-11","14.4","3.0","-2.4","MZ00","0.0","MZ","","","","","","M00000","96","74","28","AY**","9.9","MZ"
"2008-02-12","12.5","2.6","-3.0","MZ00","0.0","MZ","","","","","","M00000","94","72","31","AY**","10.2","MZ"
"2008-02-13","12.8","2.7","-2.9","MZ00","0.0","MZ","","","","","","M00000","94","70","31","AY**","10.3","MZ"
"2008-02-14","14.7","2.8","-4.0","MZ00","0.0","MZ","","","","","","M00000","92","63","20","AY**","11.1","MZ"
"2008-02-15","14.7","3.2","-3.5","MZ00","0.0","MZ","","","","","","M00000","90","63","21","AZ00","11.1","MZ"
"2008-02-16","9.3","3.5","-0.3","MZ00","0.0","MZ","1.0","5.9","","420","","MYZ00Y","91","71","47","AZ00","8.0","MZ"
"2008-02-17","6.2","2.2","-3.4","MZ00","0.0","MZ","","","","","","M00000","93","64","47","AY**","4.8","MZ"
"2008-02-18","10.4","0.8","-5.3","MZ00","0.0","MZ","","","","","","M00000","96","75","38","AY**","11.6","MZ"
"2008-02-19","13.2","2.2","-4.8","MZ0Z","0.0","MZ","","","","","","M00000","94","70","27","AYY*","10.9","MZ"
"2008-02-20","13.1","4.1","-2.5","MZ00","0.0","MZ","","","","","","M00000","93","71","39","AY**","10.8","MZ"
"2008-02-21","14.5","5.6","-0.6","MZ00","0.0","MZ","0.6","4.5","","650","","MYZ00Y","99","74","41","AY**","10.8","MZ"
"2008-02-22","15.8","6.2","0.6","MZ00","0.0","MZ","0.6","3.9","","660","","MZZ00Z","96","77","43","AZ00","10.8","MZ"
"2008-02-23","17.4","6.8","-0.3","MZ00","0.0","MZ","0.8","4.4","","410","","MYZ00Y","97","76","37","AY**","11.4","MZ"
"2008-02-24","16.5","6.7","-0.3","MZ00","0.0","MZ","0.7","4.3","","500","","MYZ00Y","100","80","44","AZ00","11.2","MZ"
"2008-02-25","17.0","7.2","0.9","MZ00","0.0","MZ","0.7","5.0","","570","","MZZ00Z","100","79","44","AZ00","11.1","MZ"
"2008-02-26","15.1","8.0","2.6","MZ00","0.0","MZ","0.6","4.8","","720","","MZZ00Z","97","75","46","AZ00","7.7","MZ"
"2008-02-27","17.7","9.8","3.5","MZ00","0.0","MZ","0.6","5.4","","680","","MZZ00Z","93","70","38","AZ00","9.9","MZ"
"2008-02-28","14.8","7.1","1.4","MZ00","0.0","MZ","0.8","5.2","","490","","MZZ00Z","98","83","54","AZ00","8.3","MZ"
"2008-02-29","17.4","8.4","1.6","MZ00","0.0","MZ","0.7","5.0","","470","","MZZ00Z","100","79","45","AZ00","11.1","MZ"
"2008-03-01","22.8","13.7","6.4","MZ00","0.0","MZ","2.3","17.4","","300","","MZZ00Z","90","55","15","AZ00","11.2","MZ"
"2008-03-02","25.7","17.6","7.4","MZ00","0.0","MZ","3.8","15.4","NNE","80","680","MZZYYZ","57","30","10","AZ00","14.4","MZ"
"2008-03-03","20.9","10.7","2.6","MZ00","0.0","MZ","1.2","8.5","","260","","MZZ00Z","88","61","28","AZ00","13.6","MZ"
"2008-03-04","14.8","11.2","7.7","MZ00","0.0","MZ","4.1","12.6","NNE","0","860","MZZZZZ","81","23","15","AZ00","12.9","MZ"
"2008-03-05","10.1","6.9","-0.2","MZ00","0.0","MZ","4.2","16.4","NNE","10","1030","MZZYYZ","36","19","11","AZ*0","15.3","MZ"
"2008-03-06","14.3","4.4","-3.6","MZ00","0.0","MZ","1.2","6.4","","200","","MZZ00Z","59","32","8","AZ*0","15.6","MZ"
"2008-03-07","12.7","6.7","0.7","MZ00","0.0","MZ","1.0","4.6","","220","","MZZ00Z","62","40","21","AZ00","6.4","MZ"
"2008-03-08","14.9","8.6","4.6","MZ00","0.0","MZ","1.2","9.7","","470","","MZZ00Z","79","60","36","AZ00","11.6","MZ"
"2008-03-09","8.6","7.2","6.2","MZ00","0.8","MY","0.3","2.9","","890","","MYZ00Y","96","88","78","AZ00","1.4","MZ"
"2008-03-10","6.6","5.0","2.1","MZ00","21.0","MZ","0.7","4.3","","550","","MYZ00Y","99","96","93","AZ00","","M0"
"2008-03-11","16.1","7.9","0.6","MZ00","0.2","MY","1.7","9.5","","150","","MZZ00Z","100","70","19","AZ00","14.4","MZ"
"2008-03-12","16.9","11.0","6.2","MZ00","1.0","MZ","1.7","14.4","NNE","60","400","MZZYYZ","96","67","23","AZ00","7.0","MZ"
"2008-03-13","21.4","15.4","7.4","MZ00","0.0","MZ","3.5","16.7","NNE","100","710","MZZYYZ","60","22","8","AZ00","17.8","MZ"
"2008-03-14","20.4","11.3","5.2","MZ00","0.0","MZ","1.0","6.1","","240","","MZZ00Z","89","60","32","AZ00","14.1","MZ"
"2008-03-15","18.8","10.9","2.2","MZ00","0.2","MZ","1.5","9.4","","220","","MZZ00Z","95","70","41","AZ00","13.1","MZ"
"2008-03-16","16.8","11.3","6.3","MZ00","5.0","MZ","1.0","7.2","","390","","MZZ00Z","99","79","48","AZ00","10.9","MZ"
"2008-03-17","20.0","11.0","4.2","MZ00","0.0","MZ","1.6","13.0","","230","","MZZ00Z","90","55","21","AZ00","14.5","MZ"
"2008-03-18","17.6","10.1","2.3","MZ00","0.0","MZ","2.5","11.3","","180","","MZZ00Z","87","42","13","AZ00","18.0","MZ"
"2008-03-19","14.5","8.1","2.9","MZ00","0.0","MZ","1.8","8.3","NNE","140","380","MZZYYZ","61","38","20","AZ00","13.9","MZ"
"2008-03-20","13.5","8.3","1.4","MZ00","0.0","MZ","2.9","10.6","NNE","50","790","MZZYYZ","61","23","12","AZ00","18.7","MZ"
"2008-03-21","6.1","3.5","0.3","MZ00","0.6","MZ","1.5","7.7","","280","","MZZ00Z","96","71","38","AZ00","3.4","MZ"
"2008-03-22","13.7","6.0","-2.0","MZ00","0.0","MZ","1.8","8.8","NNE","20","510","MYZYYY","98","51","11","AY**","17.7","MZ"
"2008-03-23","12.5","7.9","3.4","MZ00","0.0","MZ","2.4","10.5","NNE","120","650","MZZYYZ","67","34","14","AZ00","17.3","MZ"
