"DATA","Temperatura massima (°C)","Temperatura media (°C)","Temperatura minima (°C)","Temperatura classe","Precipitazione (mm)","Precipitazione classe","Velocità media (m/s)","Velocità raffica (m/s)","Settore prevalente","Durata calma (min)","Tempo permanenza (min)","Vento classe","Umidità massima (%)","Umidità media (%)","Umidità minima (%)","Umidità classe"
"1998-07-08","1.9","0.0","-2.1","M000","0.4","MZ","4.3","17.5","NE","10","540","M00000","93","79","67","M000"
"1998-07-09","6.3","3.1","-0.5","M000","0.2","MY","3.9","14.9","NE","10","690","M00000","86","74","53","M000"
"1998-07-10","11.4","6.8","2.6","M000","0.2","MY","1.9","8.7","SSW","50","290","M00000","91","74","52","M000"
"1998-07-11","11.2","7.1","3.9","M000","0.0","MZ","2.7","12.8","SSW","10","310","M00000","87","68","50","M000"
"1998-07-12","14.1","9.4","3.6","M000","0.0","MZ","2.5","10.1","NE","50","400","M00000","89","61","39","M000"
"1998-07-13","11.4","8.1","5.4","M000","10.4","MZ","2.1","11.7","NE","50","380","M00000","97","86","54","M000"
"1998-07-14","6.4","3.9","1.5","M000","1.6","MZ","3.6","13.2","NNE","0","680","M00000","94","76","61","M000"
"1998-07-15","7.5","3.4","-0.9","M000","0.0","MZ","2.9","9.2","NE","40","370","M00000","87","69","52","M000"
"1998-07-16","7.6","5.0","1.1","M000","0.6","MY","3.7","18.2","SSW","20","470","M00000","91","71","60","M000"
"1998-07-17","12.3","8.1","4.1","M000","0.0","MZ","3.2","10.2","SSW","10","380","M00000","79","60","37","M000"
"1998-07-18","12.3","9.1","6.6","M000","0.0","MZ","2.8","9.9","NE","20","400","M00000","95","75","49","M000"
"1998-07-19","12.3","10.6","7.1","M000","0.4","MY","2.0","14.8","NE","20","400","M00000","94","76","49","M000"
"1998-07-20","15.9","11.6","8.1","M000","0.0","MZ","1.8","7.0","ENE","10","360","M00000","95","83","61","M000"
"1998-07-21","11.7","10.1","8.7","M000","9.4","MZ","2.7","15.6","SW","20","370","M00000","93","79","55","M000"
"1998-07-22","11.8","9.9","8.5","M000","1.0","MZ","1.9","9.4","SW","30","350","M00000","90","76","63","M000"
"1998-07-23","15.2","11.6","6.9","M000","0.0","MZ","2.1","6.7","SW","20","330","M00000","82","68","51","M000"
"1998-07-24","15.7","12.1","9.8","M000","0.2","MY","2.8","10.3","SW","10","370","M00000","94","71","52","M000"
"1998-07-25","14.4","10.4","8.2","M000","0.0","MZ","2.6","9.3","WSW","40","290","M00000","84","71","50","M000"
"1998-07-26","13.0","10.1","6.5","M000","0.0","MZ","1.6","6.1","NE","130","450","M00000","95","84","72","M000"
"1998-07-27","11.1","8.4","4.6","M000","35.8","MY","2.0","13.3","SSW","60","300","M00000","96","87","67","M000"
"1998-07-28","7.3","5.2","3.5","M000","1.6","MY","3.6","11.5","NE","0","660","M00000","93","78","64","M000"
